📡龙江,#genre#
世界地理,http://42.179.206.63:8888/rtp/232.0.0.63:1234$辽宁联通
兵器科技,http://42.179.206.63:8888/rtp/232.0.0.58:1234$辽宁联通
央视台球,http://42.179.206.63:8888/rtp/232.0.0.60:1234$辽宁联通
高尔夫网球,http://111.162.49.108:8888/udp/225.1.2.169:5002$天津联通
央视文化精品,http://42.179.206.63:8888/rtp/232.0.0.56:1234$辽宁联通
怀旧剧场,http://42.179.206.63:8888/rtp/232.0.0.38:1234$辽宁联通
第一剧场,http://42.179.206.63:8888/rtp/232.0.0.29:1234$辽宁联通
风云剧场,http://42.179.206.63:8888/rtp/232.0.0.45:1234$辽宁联通
风云足球,http://42.179.206.63:8888/rtp/232.0.0.52:1234$辽宁联通
风云音乐,http://42.179.206.63:8888/rtp/232.0.0.47:1234$辽宁联通

时尚,http://cdn.jdshipin.com:8880/ysp.php?id=nxss$纯高清
世界地理,http://cdn.jdshipin.com:8880/ysp.php?id=sjdl$纯高清
兵器科技,http://cdn.jdshipin.com:8880/ysp.php?id=bqkj$纯高清
央视台球,http://cdn.jdshipin.com:8880/ysp.php?id=ystq$纯高清
高尔夫网球,http://cdn.jdshipin.com:8880/ysp.php?id=gefwq$纯高清
央视文化精品,http://cdn.jdshipin.com:8880/ysp.php?id=whjp$纯高清
怀旧剧场,http://cdn.jdshipin.com:8880/ysp.php?id=hjjc$纯高清
第一剧场,http://cdn.jdshipin.com:8880/ysp.php?id=dyjc$纯高清
风云剧场,http://cdn.jdshipin.com:8880/ysp.php?id=fyjc$纯高清
风云足球,http://cdn.jdshipin.com:8880/ysp.php?id=fyzq$纯高清
风云音乐,http://cdn.jdshipin.com:8880/ysp.php?id=fyyy$纯高清
卫生健康,http://cdn.jdshipin.com:8880/ysp.php?id=wsjk$纯高清
 







📡Newtv,#genre#
超级综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8$4.0M_1080
超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8$4.1M_1080
超级电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/index.m3u8$4.0M_1080
超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8$4.1M_1080
明星大片,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8$4.1M_1080
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/index.m3u8$4.0M_1080
精品大剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225670/index.m3u8$4.0M_1080
精品纪录,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225672/index.m3u8$4.1M_1080
精品萌宠,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226505/index.m3u8$4.1M_1080
金牌综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225666/index.m3u8$4.0M_1080
中国功夫,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225681/index.m3u8$4.0M_1080
动作电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225661/index.m3u8$4.0M_1080
惊悚悬疑,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8$4.0M_1080
军事评论,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225668/index.m3u8$4.1M_1080
军旅剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225676/index.m3u8$4.0M_1080
古装剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225663/index.m3u8$4.0M_1080
家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/index.m3u8$4.0M_1080
爱情喜剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225669/index.m3u8$4.0M_1080
欢乐剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225742/index.m3u8$4.1M_1080
热播精选,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225671/index.m3u8$4.0M_1080
潮妈辣婆,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225685/index.m3u8$4.0M_1080
东北热剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225741/index.m3u8$4.0M_1080
怡伴健康,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225673/index.m3u8$4.0M_1080
农业致富,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225683/index.m3u8$4.0M_1080
炫舞未来,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225719/index.m3u8$4.0M_1080
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/index.m3u8$4.0M_1080
黑莓动画,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/index.m3u8$4.0M_1080
哒啵赛事,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225675/index.m3u8$4.0M_1080
全民热练,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226508/index.m3u8$8.1M_1080
精彩足球,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8$8.1M_1080
综合体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8$8.1M_1080
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226398/index.m3u8$8.0M_1080
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8$8.0M_1080

纪实,#genre#
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
BRTV纪实科教,http://123.113.185.75:9000/udp/239.3.1.115:8000$北京联通
纪实人文,http://123.113.185.75:9000/udp/239.3.1.212:8060$北京联通
金鹰纪实,http://123.113.185.75:9000/udp/239.3.1.58:8156$北京联通


1,http://ns31617126.ip-162-19-37.eu:8080/play/live.php?mac=00:1A:79:CC:1B:A8&stream=992&extension=ts&play_token=kryaN3AzCX&sn2=
2,http://ns31617126.ip-162-19-37.eu:8080/play/live.php?mac=00:1A:79:CC:1B:A8&stream=43898&extension=ts&play_token=GLpaZpjnSj&sn2=
3,http://ns31617126.ip-162-19-37.eu:8080/play/live.php?mac=00:1A:79:CC:1B:A8&stream=275538&extension=ts&play_token=cYmCvzDkro&sn2=
FR_FASHION,http://homeip.biz/FR_FASHION_TV/index.m3u8?token=26926e0594fb90d4c2e4247593f59f05
PT_FASHIONTV,http://homeip.biz/PT_FASHIONTV/mpegts?token=a9755671eac88eca014203cf27a99dc0
FR_FASHION_TV 4K,http://homeip.biz/FR_FASHION_TV/index.m3u8?token=f8bed06ae042d269e72f24a00edc9165
LuxTV,http://homeip.biz/ENG_LuxTV/index.m3u8?token=a3c92a10b8fec109b7d8733ca23c90cf
SONYBBCHD,http://humsab.xyz/IN_SONYBBCHD/index.m3u8?token=d6d810ca36e5e2c40faf9023792593a3
Discovery 4K,http://humsab.xyz/IN_DiscoveryFhd/index.m3u8?token=0a7be77dec9b3abadf601399556a466d
NationalGeo 4K,http://humsab.xyz/IND_NationalGeoHD/index.m3u8?token=438deca24fea38894dac26421d034a20


纪录纪实,#genre#
BBC地球,mitv://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
BBC地球,mitv://generationnexxxt.com:19806/17826db977f04f8fa679d438d6c51700
BBC生活,mitv://generationnexxxt.com:19806/5955951f08424fd49e21d90e882e5228
BBC生活,mitv://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
动物星球,mitv://generationnexxxt.com:19806/ff4ce945b27940f89712c63366f0454d
动物星球,mitv://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165

探索频道,mitv://generationnexxxt.com:19806/202aafe50f8947eeac67a09b828f8c40
探索频道,mitv://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb

探索亚洲,mitv://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
探索科学,mitv://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
探索动力,mitv://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
历史频道,mitv://generationnexxxt.com:19806/63e740392c4641cc9dab02d98b74782f
历史频道,mitv://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案侦缉,mitv://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
EVE探索,mitv://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
HGTV居家,mitv://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
Love Nature,mitv://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
Lifetime,mitv://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
美食星球,mitv://generationnexxxt.com:19806/60c698afbda7443998a2b9fd5c00c54d
美食星球,mitv://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亚洲美食,mitv://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
亚洲美食,mitv://generationnexxxt.com:19806/8a565409a26044bead7e66ac44c894f0
亚洲旅游,mitv://generationnexxxt.com:19806/816c4598cfb641f5845b90a3bc772f1c
亚洲旅游,mitv://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYETV旅游,mitv://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
EYETV旅游,mitv://generationnexxxt.com:19806/055ce8e749c1425c87950f93d0bf9bcd
TLC旅游生活,mitv://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
达文西频道,mitv://generationnexxxt.com:19806/65939a080006919098d4bd6914a733d2

BBC地球,P2p://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
BBC地球,P2p://generationnexxxt.com:19806/17826db977f04f8fa679d438d6c51700
BBC生活,P2p://generationnexxxt.com:19806/5955951f08424fd49e21d90e882e5228
BBC生活,P2p://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
动物星球,P2p://generationnexxxt.com:19806/ff4ce945b27940f89712c63366f0454d
动物星球,P2p://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
国家地理,P2p://generationnexxxt.com:19806/37a44d0af7634364a91f2fb8d9b9cf9b
探索频道,P2p://generationnexxxt.com:19806/202aafe50f8947eeac67a09b828f8c40
探索频道,P2p://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
探索亚洲,P2p://generationnexxxt.com:19806/65e9a59d000f257fe8f2360919064328
探索亚洲,P2p://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
探索科学,P2p://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
探索动力,P2p://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
历史频道,P2p://generationnexxxt.com:19806/63e740392c4641cc9dab02d98b74782f
历史频道,P2p://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案侦缉,P2p://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
EVE探索,P2p://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
HGTV居家,P2p://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
Love Nature,P2p://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
Lifetime,P2p://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
美食星球,P2p://generationnexxxt.com:19806/60c698afbda7443998a2b9fd5c00c54d
美食星球,P2p://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亚洲美食,P2p://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
亚洲美食,P2p://generationnexxxt.com:19806/8a565409a26044bead7e66ac44c894f0
亚洲旅游,P2p://generationnexxxt.com:19806/816c4598cfb641f5845b90a3bc772f1c
亚洲旅游,P2p://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYETV旅游,P2p://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
EYETV旅游,P2p://generationnexxxt.com:19806/055ce8e749c1425c87950f93d0bf9bcd
TLC旅游生活,P2p://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
达文西频道,P2p://generationnexxxt.com:19806/65939a080006919098d4bd6914a733d2

国际频道,#genre#
ABC AU,mitv://generationnexxxt.com:19806/65159e6a0003ce6d3e47fc21533740b0
Arirang,mitv://generationnexxxt.com:19806/853704c2f9a442e7a1532038f14d8d00
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
Business News Network,mitv://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CBC News,mitv://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
CBS News,mitv://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
CNA,mitv://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
CNN,mitv://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
Euronews,mitv://generationnexxxt.com:19806/5b3289dff2154e2c8e166cc3f081f326
FOX News,mitv://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
FOX News,mitv://generationnexxxt.com:19806/e9305a82b75c42f5901c0594e063e999
France 24,mitv://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
KBS World,mitv://generationnexxxt.com:19806/61432c16625e41d3b52570bb136f5054
MSNBC,mitv://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
NHK World,mitv://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
Sky News,mitv://generationnexxxt.com:19806/f023e7189a5541b3a288267608b4836a
The Weather Network,mitv://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,mitv://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48

ABC AU,P2p://generationnexxxt.com:19806/65159e6a0003ce6d3e47fc21533740b0
Arirang,P2p://generationnexxxt.com:19806/853704c2f9a442e7a1532038f14d8d00
BBC World News,P2p://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
Bloomberg TV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
Business News Network,P2p://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CBC News,P2p://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
CBS News,P2p://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
CNA,P2p://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
CNN,P2p://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
Euronews,P2p://generationnexxxt.com:19806/5b3289dff2154e2c8e166cc3f081f326
FOX News,P2p://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
FOX News,P2p://generationnexxxt.com:19806/e9305a82b75c42f5901c0594e063e999
France 24,P2p://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
KBS World,P2p://generationnexxxt.com:19806/61432c16625e41d3b52570bb136f5054
MSNBC,P2p://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
NHK World,P2p://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
Sky News,P2p://generationnexxxt.com:19806/f023e7189a5541b3a288267608b4836a
The Weather Network,P2p://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,P2p://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48

国内频道,#genre#
CCTV1 综合,mitv://generationnexxxt.com:19806/f1e3bc8a344e49dab603272c8fd2641e
CCTV2 财经,mitv://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5
CCTV3 综艺,mitv://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30
CCTV4 中文国际,mitv://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309
CCTV5 体育,mitv://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+ 体育赛事,mitv://generationnexxxt.com:19806/5b390808c064415fa55fa30feb8788ff
CCTV6 电影,mitv://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV7 国防军事,mitv://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV8 电视剧,mitv://generationnexxxt.com:19806/7c422f17b94c47928316bba288c64a25
CCTV9 纪录,mitv://generationnexxxt.com:19806/1d25488429514e78ab4d100819bece3e
CCTV10 科教,mitv://generationnexxxt.com:19806/db6e0eae415d4d3c80389e51f8aac382
CCTV11 戏曲,mitv://generationnexxxt.com:19806/aed547d30ca64a089f9b9adad8d9ee91
CCTV12 社会与法,mitv://generationnexxxt.com:19806/70a7e5f93ab14d978706c237fe142277
CCTV13 新闻,mitv://generationnexxxt.com:19806/89e640d10d2646d3b7580c9bd85e9565
CCTV14 少儿,mitv://generationnexxxt.com:19806/5ce5a7ff03b541cc8ef405312b4fec09
CCTV15 音乐,mitv://generationnexxxt.com:19806/8914df6967f546eb8cf20ea35946ad8d
北京卫视,mitv://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
天津卫视,mitv://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
东方卫视,mitv://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
重庆卫视,mitv://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
江苏卫视,mitv://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e
浙江卫视,mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江西卫视,mitv://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
东南卫视,mitv://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
山东卫视,mitv://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
河北卫视,mitv://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
湖北卫视,mitv://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce
湖南卫视,mitv://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
广东卫视,mitv://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视,mitv://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
深圳卫视,mitv://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
云南卫视,mitv://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335
辽宁卫视,mitv://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
黑龙江卫视,mitv://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
大湾区卫视,mitv://generationnexxxt.com:19806/587bc565d5a4413987fdce380a48a332
广东珠江台,mitv://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4

CCTV1 综合,P2p://generationnexxxt.com:19806/f1e3bc8a344e49dab603272c8fd2641e
CCTV2 财经,P2p://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5
CCTV3 综艺,P2p://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30
CCTV4 中文国际,P2p://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309
CCTV5 体育,P2p://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+ 体育赛事,P2p://generationnexxxt.com:19806/5b390808c064415fa55fa30feb8788ff
CCTV6 电影,P2p://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV7 国防军事,P2p://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV8 电视剧,P2p://generationnexxxt.com:19806/7c422f17b94c47928316bba288c64a25
CCTV9 纪录,P2p://generationnexxxt.com:19806/1d25488429514e78ab4d100819bece3e
CCTV10 科教,P2p://generationnexxxt.com:19806/db6e0eae415d4d3c80389e51f8aac382
CCTV11 戏曲,P2p://generationnexxxt.com:19806/aed547d30ca64a089f9b9adad8d9ee91
CCTV12 社会与法,P2p://generationnexxxt.com:19806/70a7e5f93ab14d978706c237fe142277
CCTV13 新闻,P2p://generationnexxxt.com:19806/89e640d10d2646d3b7580c9bd85e9565
CCTV14 少儿,P2p://generationnexxxt.com:19806/5ce5a7ff03b541cc8ef405312b4fec09
CCTV15 音乐,P2p://generationnexxxt.com:19806/8914df6967f546eb8cf20ea35946ad8d
北京卫视,P2p://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
天津卫视,P2p://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
东方卫视,P2p://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
重庆卫视,P2p://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
江苏卫视,P2p://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e
浙江卫视,P2p://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江西卫视,P2p://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
东南卫视,P2p://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
山东卫视,P2p://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
河北卫视,P2p://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
湖北卫视,P2p://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce
湖南卫视,P2p://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
广东卫视,P2p://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视,P2p://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
深圳卫视,P2p://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
云南卫视,P2p://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335
辽宁卫视,P2p://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
黑龙江卫视,P2p://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
大湾区卫视,P2p://generationnexxxt.com:19806/587bc565d5a4413987fdce380a48a332
广东珠江台,P2p://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4

台湾频道,#genre#
中视新闻,mitv://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
华视新闻,mitv://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
台视新闻,mitv://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
台视财经,mitv://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
民视新闻,mitv://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
TVBS新闻,mitv://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS新闻,mitv://generationnexxxt.com:19806/65fa6dc600095b662a8020fe14c65804
TVBS HD,mitv://generationnexxxt.com:19806/be3d1c188f0c4b938ccfca04566b0fc1
TVBS HD,mitv://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
东森新闻,mitv://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
东森新闻,mitv://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
东森新闻,mitv://generationnexxxt.com:19806/7bbf7bf4cb8f4a58893f6b5017a9fe05
东森财经,mitv://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
三立iNEWS,mitv://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
三立iNEWS,mitv://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
三立新闻,mitv://generationnexxxt.com:19806/96118abbe8ee48ddaef2c9c1cea1af04
三立新闻,mitv://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
中天新闻,mitv://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
中天新闻,mitv://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
寰宇新闻,mitv://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
寰宇新闻,mitv://generationnexxxt.com:19806/ca27b65855704124be186aa0e5127c24
寰宇台湾,mitv://generationnexxxt.com:19806/65b21a80000977cd0ffaa9e72e6218af
非凡新闻,mitv://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
非凡新闻,mitv://generationnexxxt.com:19806/65fa6fc4000df93d2a87ea67255a50ce
非凡商业,mitv://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
年代新闻,mitv://generationnexxxt.com:19806/65fa6ea5000ec21a2a83897e03cd44bb
年代新闻,mitv://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
年代新闻,mitv://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
壹新闻,mitv://generationnexxxt.com:19806/617d6cf150574cb485ee07aea57262fd
壹新闻,mitv://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
镜新闻,mitv://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b

中视,mitv://generationnexxxt.com:19806/27826c4ed7234c0d8759bc7fe6786a18
中视,mitv://generationnexxxt.com:19806/c4ede9c3d1a84d0b9afe57622abcb9e7
中视经典,mitv://generationnexxxt.com:19806/8b9e15ff15474ccbbc2780c1484e50c9
中视菁采,mitv://generationnexxxt.com:19806/ae5e01a7bc294327b88f65aa5d38217c
华视,mitv://generationnexxxt.com:19806/761bc3c0662247d18b0db4da8070b7f4
华视,mitv://generationnexxxt.com:19806/177390ae66634acca9be01242a769660
台视,mitv://generationnexxxt.com:19806/3c20d4387ec845149b2ded5f28805f18
台视,mitv://generationnexxxt.com:19806/9868c18e3c0940cd8aa003d9ae54f862
台视综合,mitv://generationnexxxt.com:19806/6593a4d5000dedcb98fef0154abd184d
民视,mitv://generationnexxxt.com:19806/7b662823ed634f1fad66ab442b177118
民视,mitv://generationnexxxt.com:19806/2fbdcb9b354a461b99ce6346109794a8
民视,mitv://generationnexxxt.com:19806/7b046996e7d5417eb4a619194072bbc0
民视,mitv://generationnexxxt.com:19806/8d864649cfc54b518b3d137d67583155
民视第一,mitv://generationnexxxt.com:19806/b97979cec8d74feebc370f3470cc06c6
民视第一,mitv://generationnexxxt.com:19806/1c48731982a54a59a9555f7247f3bf7f
民视台湾,mitv://generationnexxxt.com:19806/192bd12842624eb39e2f6b86eeacdca8
公视,mitv://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
公视台语,mitv://generationnexxxt.com:19806/6593a0f40009baf898efc82314242462
公视3台,mitv://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
TVBS精采,mitv://generationnexxxt.com:19806/2089afbec2474359add275658522922f
TVBS欢乐,mitv://generationnexxxt.com:19806/569aec3edbbc4267bd6f829b3d495d5a
TVBS欢乐,mitv://generationnexxxt.com:19806/b7e4efb094034ce1895b3d9a5548cc2b
TVBS亚洲,mitv://generationnexxxt.com:19806/5459e179cc3b4ea49e5b6ed6a4f298c9
东森综合,mitv://generationnexxxt.com:19806/8e1b32241c9d4d079a2df7dc99adb312
东森综合,mitv://generationnexxxt.com:19806/a05a4d8b51f54013925315261a2c6aa9
